tax_id,GeneID,Ensembl_gene_identifier,RNA_nucleotide_accession.version,Ensembl_rna_identifier,protein_accession.version,Ensembl_protein_identifier
105023,107388587,ENSNFUG00015021809,-,-,XP_015819635.1,ENSNFUP00015045913.1
105023,107388592,ENSNFUG00015016322,-,-,XP_015819642.1,ENSNFUP00015035671.1
105023,107388592,ENSNFUG00015016322,-,-,XP_015819643.1,ENSNFUP00015035885.1
105023,107388596,ENSNFUG00015017657,-,-,XP_015819646.1,ENSNFUP00015036602.1
105023,107388598,ENSNFUG00015017914,-,-,XP_015819650.1,ENSNFUP00015037027.1
105023,107388602,ENSNFUG00015018176,-,-,XP_015819656.1,ENSNFUP00015037620.1
105023,107388604,ENSNFUG00015018182,-,-,XP_015819657.1,ENSNFUP00015037634.1
105023,107388605,ENSNFUG00015018210,-,-,XP_015819661.1,ENSNFUP00015037840.1
105023,107388605,ENSNFUG00015018210,-,-,XP_015819665.1,ENSNFUP00015037851.1
105023,107388605,ENSNFUG00015018210,-,-,XP_015819666.1,ENSNFUP00015037867.1
105023,107388605,ENSNFUG00015018210,-,-,XP_015819667.1,ENSNFUP00015037873.1
105023,107388605,ENSNFUG00015018210,-,-,XP_015819668.1,ENSNFUP00015037886.1
105023,107388607,ENSNFUG00015018316,-,-,XP_015819678.1,ENSNFUP00015037908.1
105023,107388609,ENSNFUG00015018594,-,-,XP_015819683.1,ENSNFUP00015038514.1
105023,107388612,ENSNFUG00015018610,-,-,XP_015819686.1,ENSNFUP00015038536.1
105023,107388614,ENSNFUG00015018612,-,-,XP_015819687.1,ENSNFUP00015038543.1
105023,107388615,ENSNFUG00015018615,-,-,XP_015819688.1,ENSNFUP00015038561.1
105023,107388616,ENSNFUG00015018624,-,-,XP_015819689.1,ENSNFUP00015038574.1
105023,107388617,ENSNFUG00015018700,-,-,XP_015819691.1,ENSNFUP00015041025.1
105023,107388618,ENSNFUG00015019726,-,-,XP_015819692.1,ENSNFUP00015041185.1
105023,107388619,ENSNFUG00015019790,-,-,XP_015819693.1,ENSNFUP00015041293.1
105023,107388620,ENSNFUG00015020446,-,-,XP_015819697.1,ENSNFUP00015045183.1
105023,107388620,ENSNFUG00015020446,-,-,XP_015819698.1,ENSNFUP00015045292.1
105023,107388622,ENSNFUG00015019864,-,-,XP_015819707.1,ENSNFUP00015041371.1
105023,107388623,ENSNFUG00015019888,-,-,XP_015819709.1,ENSNFUP00015042554.1
105023,107388624,ENSNFUG00015022251,-,-,XP_015819710.1,ENSNFUP00015047152.1
105023,107388625,ENSNFUG00015022294,-,-,XP_015819711.1,ENSNFUP00015047219.1
105023,107388626,ENSNFUG00015022375,-,-,XP_015819712.1,ENSNFUP00015048960.1
105023,107388626,ENSNFUG00015022375,-,-,XP_015819714.1,ENSNFUP00015049004.1
105023,107388627,ENSNFUG00015023177,-,-,-,-
105023,107388628,ENSNFUG00015023172,-,-,XP_015819717.1,ENSNFUP00015049201.1
105023,107388629,ENSNFUG00015023180,-,-,XP_015819718.1,ENSNFUP00015049233.1
105023,107388630,ENSNFUG00015023185,-,-,XP_015819719.1,ENSNFUP00015049248.1
105023,107388631,ENSNFUG00015023247,-,-,XP_015819720.1,ENSNFUP00015049365.1
105023,107388632,ENSNFUG00015017272,-,-,XP_015819725.1,ENSNFUP00015035556.1
105023,107388634,ENSNFUG00015023264,-,-,-,-
105023,107388635,ENSNFUG00015023424,-,-,XP_015819723.1,ENSNFUP00015050681.1
105023,107388636,ENSNFUG00015023793,-,-,XP_015819726.1,ENSNFUP00015050745.1
105023,107388638,ENSNFUG00015023830,-,-,XP_015819729.1,ENSNFUP00015050879.1
105023,107388641,ENSNFUG00015014436,-,-,XP_015819775.1,ENSNFUP00015029648.1
105023,107388642,ENSNFUG00015017268,-,-,XP_015819737.1,ENSNFUP00015035547.1
105023,107388643,ENSNFUG00015023876,-,-,XP_015819735.1,ENSNFUP00015050946.1
105023,107388645,ENSNFUG00015023954,-,-,XP_015819739.1,ENSNFUP00015051056.1
105023,107388646,ENSNFUG00015023957,-,-,XP_015819741.1,ENSNFUP00015051063.1
105023,107388648,ENSNFUG00015023975,-,-,XP_015819746.1,ENSNFUP00015051240.1
105023,107388649,ENSNFUG00015017178,-,-,XP_015819749.1,ENSNFUP00015035493.1
105023,107388650,ENSNFUG00015024038,-,-,XP_015819747.1,ENSNFUP00015051275.1
105023,107388651,ENSNFUG00015024046,-,-,XP_015819748.1,ENSNFUP00015051281.1
105023,107388652,ENSNFUG00015024042,-,-,XP_015819750.1,ENSNFUP00015051277.1
105023,107388654,ENSNFUG00015024055,-,-,XP_015819754.1,ENSNFUP00015051474.1
105023,107388656,ENSNFUG00015024171,-,-,XP_015819755.1,ENSNFUP00015051674.1
105023,107388657,ENSNFUG00015024184,-,-,XP_015819758.1,ENSNFUP00015051687.1
105023,107388658,ENSNFUG00015024180,-,-,XP_015819759.1,ENSNFUP00015051682.1
105023,107388658,ENSNFUG00015024180,-,-,XP_015819760.1,ENSNFUP00015051678.1
105023,107388659,ENSNFUG00015024189,-,-,-,-
105023,107388659,ENSNFUG00015024189,-,-,XP_015819761.1,ENSNFUP00015051702.1
105023,107388660,ENSNFUG00015024185,-,-,XP_015819763.1,ENSNFUP00015051697.1
105023,107388661,ENSNFUG00015024208,-,-,XP_015819764.1,ENSNFUP00015051903.1
105023,107388662,ENSNFUG00015024194,-,-,XP_015819765.1,ENSNFUP00015051720.1
105023,107388663,ENSNFUG00015017158,-,-,XP_015819778.1,ENSNFUP00015035307.1
105023,107388663,ENSNFUG00015017158,-,-,XP_015819787.1,ENSNFUP00015035304.1
105023,107388670,ENSNFUG00015024618,-,-,XP_015819783.1,ENSNFUP00015052816.1
105023,107388673,ENSNFUG00015024687,-,-,XP_015819788.1,ENSNFUP00015053003.1
105023,107388674,ENSNFUG00015024686,-,-,XP_015819789.1,ENSNFUP00015052993.1
105023,107388675,ENSNFUG00015024689,-,-,-,-
105023,107388678,ENSNFUG00015004933,-,-,XP_015819794.1,ENSNFUP00015010118.1
105023,107388679,ENSNFUG00015004987,-,-,XP_015819796.1,ENSNFUP00015010146.1
105023,107388681,ENSNFUG00015005606,-,-,XP_015819800.1,ENSNFUP00015011410.1
105023,107388683,ENSNFUG00015005732,-,-,XP_015819805.1,ENSNFUP00015012192.1
105023,107388684,ENSNFUG00015005732,-,-,XP_015819806.1,ENSNFUP00015013178.1
105023,107388688,ENSNFUG00015006531,-,-,-,-
105023,107388690,ENSNFUG00015006556,-,-,XP_015819825.1,ENSNFUP00015013351.1
105023,107388692,ENSNFUG00015006609,-,-,XP_015819827.1,ENSNFUP00015013824.1
105023,107388696,ENSNFUG00015006805,-,-,XP_015819836.1,ENSNFUP00015013935.1
105023,107388698,ENSNFUG00015006800,-,-,XP_015819838.1,ENSNFUP00015013931.1
105023,107388699,ENSNFUG00015006583,-,-,XP_015819839.1,ENSNFUP00015013425.1
105023,107388700,ENSNFUG00015006568,-,-,XP_015819840.1,ENSNFUP00015013379.1
105023,107388700,ENSNFUG00015006568,-,-,XP_015819841.1,ENSNFUP00015013387.1
105023,107388701,ENSNFUG00015006573,-,-,XP_015819842.1,ENSNFUP00015013392.1
105023,107388703,ENSNFUG00015017120,-,-,-,-
105023,107388704,ENSNFUG00015006836,-,-,XP_015819844.1,ENSNFUP00015014747.1
105023,107388704,ENSNFUG00015006836,-,-,XP_015819845.1,ENSNFUP00015014759.1
105023,107388705,ENSNFUG00015007251,-,-,XP_015819851.1,ENSNFUP00015016076.1
105023,107388706,ENSNFUG00015008050,-,-,XP_015819860.1,ENSNFUP00015016934.1
105023,107388708,ENSNFUG00015008137,-,-,XP_015819861.1,ENSNFUP00015017117.1
105023,107388709,ENSNFUG00015008209,-,-,XP_015819864.1,ENSNFUP00015017222.1
105023,107388710,ENSNFUG00015008213,-,-,XP_015819865.1,ENSNFUP00015017225.1
105023,107388711,ENSNFUG00015008222,-,-,XP_015819866.1,ENSNFUP00015017245.1
105023,107388712,ENSNFUG00015017142,-,-,XP_015819870.1,ENSNFUP00015035257.1
105023,107388714,ENSNFUG00015008229,-,-,XP_015819868.1,ENSNFUP00015017254.1
105023,107388715,ENSNFUG00015007897,-,-,XP_015819869.1,ENSNFUP00015016767.1
105023,107388717,ENSNFUG00015008241,-,-,XP_015819874.1,ENSNFUP00015017315.1
105023,107388718,ENSNFUG00015008272,-,-,XP_015819875.1,ENSNFUP00015017368.1
105023,107388719,ENSNFUG00015017113,-,-,XP_015819879.1,ENSNFUP00015035185.1
105023,107388720,ENSNFUG00015008325,-,-,XP_015819876.1,ENSNFUP00015017656.1
105023,107388721,ENSNFUG00015008298,-,-,XP_015819877.1,ENSNFUP00015017406.1
105023,107388722,ENSNFUG00015008461,-,-,XP_015819878.1,ENSNFUP00015017815.1
105023,107388722,ENSNFUG00015008461,-,-,XP_015819881.1,ENSNFUP00015017830.1
105023,107388722,ENSNFUG00015008461,-,-,XP_015819882.1,ENSNFUP00015017713.1
105023,107388722,ENSNFUG00015008461,-,-,XP_015819884.1,ENSNFUP00015017849.1
105023,107388725,ENSNFUG00015008588,-,-,XP_015819885.1,ENSNFUP00015018086.1
105023,107388725,ENSNFUG00015008588,-,-,XP_015819886.1,ENSNFUP00015018092.1
105023,107388727,ENSNFUG00015008651,-,-,XP_015819887.1,ENSNFUP00015018164.1
105023,107388728,ENSNFUG00015008677,-,-,XP_015819888.1,ENSNFUP00015018546.1
105023,107388730,ENSNFUG00015008829,-,-,XP_015819891.1,ENSNFUP00015018565.1
105023,107388731,ENSNFUG00015008852,-,-,XP_015819892.1,ENSNFUP00015019296.1
105023,107388733,ENSNFUG00015010081,-,-,-,-
105023,107388735,ENSNFUG00015010359,-,-,XP_015819895.1,ENSNFUP00015021328.1
105023,107388736,ENSNFUG00015010256,-,-,XP_015819896.1,ENSNFUP00015021268.1
105023,107388739,ENSNFUG00015010412,-,-,XP_015819898.1,ENSNFUP00015021655.1
105023,107388741,ENSNFUG00015010389,-,-,XP_015819905.1,ENSNFUP00015021385.1
105023,107388744,ENSNFUG00015010638,-,-,XP_015819908.1,ENSNFUP00015021930.1
105023,107388745,ENSNFUG00015010643,-,-,XP_015819913.1,ENSNFUP00015021939.1
105023,107388747,ENSNFUG00015010787,-,-,XP_015819915.1,ENSNFUP00015022270.1
105023,107388748,ENSNFUG00015010793,-,-,XP_015819916.1,ENSNFUP00015022292.1
105023,107388749,ENSNFUG00015010962,-,-,XP_015819917.1,ENSNFUP00015022731.1
105023,107388750,ENSNFUG00015010819,-,-,XP_015819919.1,ENSNFUP00015022501.1
105023,107388750,ENSNFUG00015010819,-,-,XP_015819921.1,ENSNFUP00015022604.1
105023,107388752,ENSNFUG00015011049,-,-,XP_015819923.1,ENSNFUP00015022945.1
105023,107388753,ENSNFUG00015011108,-,-,XP_015819925.1,ENSNFUP00015022970.1
105023,107388756,ENSNFUG00015011128,-,-,XP_015819930.1,ENSNFUP00015023081.1
105023,107388757,ENSNFUG00015013198,-,-,XP_015819931.1,ENSNFUP00015027228.1
105023,107388758,ENSNFUG00015013204,-,-,XP_015819932.1,ENSNFUP00015027250.1
105023,107388761,ENSNFUG00015013813,-,-,XP_015819939.1,ENSNFUP00015029834.1
105023,107388762,ENSNFUG00015013230,-,-,XP_015819936.1,ENSNFUP00015027289.1
105023,107388762,ENSNFUG00015013230,-,-,XP_015819937.1,ENSNFUP00015027286.1
105023,107388763,ENSNFUG00015013233,-,-,XP_015819938.1,ENSNFUP00015027296.1
105023,107388764,ENSNFUG00015014927,-,-,XP_015819979.1,ENSNFUP00015030570.1
105023,107388765,ENSNFUG00015013256,-,-,XP_015819940.1,ENSNFUP00015027368.1
105023,107388766,ENSNFUG00015013237,-,-,XP_015819942.1,ENSNFUP00015027356.1
105023,107388767,ENSNFUG00015013275,-,-,XP_015819944.1,ENSNFUP00015027524.1
105023,107388767,ENSNFUG00015013275,-,-,XP_015819945.1,ENSNFUP00015027533.1
105023,107388768,ENSNFUG00015013368,-,-,XP_015819946.1,ENSNFUP00015027627.1
105023,107388770,ENSNFUG00015014611,-,-,XP_015819949.1,ENSNFUP00015030142.1
105023,107388773,ENSNFUG00015005396,-,-,XP_015819958.1,ENSNFUP00015010932.1
105023,107388775,ENSNFUG00015011476,-,-,XP_015819962.1,ENSNFUP00015028356.1
105023,107388775,ENSNFUG00015011476,-,-,XP_015819970.1,ENSNFUP00015028400.1
105023,107388776,ENSNFUG00015005416,-,-,XP_015819959.1,ENSNFUP00015010984.1
105023,107388777,ENSNFUG00015005472,-,-,XP_015819960.1,ENSNFUP00015011689.1
105023,107388778,ENSNFUG00015005880,-,-,XP_015819961.1,ENSNFUP00015013287.1
105023,107388778,ENSNFUG00015005880,-,-,XP_015819963.1,ENSNFUP00015013312.1
105023,107388778,ENSNFUG00015005880,-,-,XP_015819964.1,ENSNFUP00015013309.1
105023,107388779,ENSNFUG00015005796,-,-,-,-
105023,107388780,ENSNFUG00015006605,-,-,XP_015819966.1,ENSNFUP00015013513.1
105023,107388781,ENSNFUG00015006593,-,-,XP_015819967.1,ENSNFUP00015013424.1
105023,107388782,ENSNFUG00015006630,-,-,XP_015819968.1,ENSNFUP00015013524.1
105023,107388784,ENSNFUG00015006638,-,-,XP_015819971.1,ENSNFUP00015013539.1
105023,107388785,ENSNFUG00015006644,-,-,XP_015819972.1,ENSNFUP00015013559.1
105023,107388786,ENSNFUG00015006656,-,-,XP_015819974.1,ENSNFUP00015013579.1
105023,107388788,ENSNFUG00015006670,-,-,XP_015819977.1,ENSNFUP00015013671.1
105023,107388789,ENSNFUG00015006701,-,-,XP_015819978.1,ENSNFUP00015013721.1
105023,107388790,ENSNFUG00015013751,-,-,XP_015819983.1,ENSNFUP00015028425.1
105023,107388791,ENSNFUG00015006913,-,-,XP_015819980.1,ENSNFUP00015015716.1
105023,107388791,ENSNFUG00015006913,-,-,XP_015819981.1,ENSNFUP00015015696.1
105023,107388792,ENSNFUG00015006722,-,-,XP_015819982.1,ENSNFUP00015013992.1
105023,107388793,ENSNFUG00015007625,-,-,XP_015819984.1,ENSNFUP00015016001.1
105023,107388794,ENSNFUG00015006913,-,-,XP_015819986.1,ENSNFUP00015015784.1
105023,107388798,ENSNFUG00015007968,-,-,XP_015819990.1,ENSNFUP00015018835.1
105023,107388800,ENSNFUG00015009372,-,-,XP_015819993.1,ENSNFUP00015019608.1
105023,107388801,ENSNFUG00015009534,-,-,XP_015819996.1,ENSNFUP00015019750.1
105023,107388804,ENSNFUG00015009659,-,-,XP_015819999.1,ENSNFUP00015019932.1
105023,107388805,ENSNFUG00015011291,-,-,XP_015820004.1,ENSNFUP00015023342.1
105023,107388806,ENSNFUG00015009670,-,-,XP_015820000.1,ENSNFUP00015019961.1
105023,107388807,ENSNFUG00015009691,-,-,XP_015820005.1,ENSNFUP00015020031.1
105023,107388809,ENSNFUG00015009720,-,-,XP_015820007.1,ENSNFUP00015020054.1
105023,107388810,ENSNFUG00015009739,-,-,XP_015820008.1,ENSNFUP00015020151.1
105023,107388811,ENSNFUG00015009804,-,-,XP_015820009.1,ENSNFUP00015020215.1
105023,107388813,ENSNFUG00015009919,-,-,XP_015820011.1,ENSNFUP00015022782.1
105023,107388813,ENSNFUG00015009919,-,-,XP_015820013.1,ENSNFUP00015022869.1
105023,107388815,ENSNFUG00015011084,-,-,XP_015820014.1,ENSNFUP00015022926.1
105023,107388816,ENSNFUG00015011126,-,-,XP_015820016.1,ENSNFUP00015022994.1
105023,107388818,ENSNFUG00015011187,-,-,XP_015820022.1,ENSNFUP00015023226.1
105023,107388819,ENSNFUG00015011279,-,-,XP_015820024.1,ENSNFUP00015023361.1
105023,107388820,ENSNFUG00015011335,-,-,XP_015820030.1,ENSNFUP00015023519.1
105023,107388820,ENSNFUG00015011335,-,-,XP_015820031.1,ENSNFUP00015023535.1
105023,107388820,ENSNFUG00015011335,-,-,XP_015820032.1,ENSNFUP00015023550.1
105023,107388820,ENSNFUG00015011335,-,-,XP_015820033.1,ENSNFUP00015023569.1
105023,107388822,ENSNFUG00015011418,-,-,XP_015820040.1,ENSNFUP00015023604.1
105023,107388823,ENSNFUG00015011409,-,-,XP_015820041.1,ENSNFUP00015023587.1
105023,107388827,ENSNFUG00015012150,-,-,XP_015820044.1,ENSNFUP00015025150.1
105023,107388829,ENSNFUG00015012198,-,-,XP_015820046.1,ENSNFUP00015025384.1
105023,107388829,ENSNFUG00015012198,-,-,XP_015820047.1,ENSNFUP00015025366.1
105023,107388831,ENSNFUG00015015533,-,-,-,-
105023,107388832,ENSNFUG00015016483,-,-,XP_015820052.1,ENSNFUP00015033717.1
105023,107388832,ENSNFUG00015016483,-,-,XP_015820053.1,ENSNFUP00015033722.1
105023,107388834,ENSNFUG00015016508,-,-,XP_015820055.1,ENSNFUP00015033772.1
105023,107388839,ENSNFUG00015016881,-,-,XP_015820062.1,ENSNFUP00015034934.1
105023,107388840,ENSNFUG00015016837,-,-,XP_015820063.1,ENSNFUP00015034617.1
105023,107388841,ENSNFUG00015017038,-,-,XP_015820064.1,ENSNFUP00015035044.1
105023,107388842,ENSNFUG00015017107,-,-,XP_015820065.1,ENSNFUP00015035710.1
105023,107388843,ENSNFUG00015017391,-,-,XP_015820083.1,ENSNFUP00015035984.1
105023,107388843,ENSNFUG00015017391,-,-,XP_015820084.1,ENSNFUP00015036007.1
105023,107388843,ENSNFUG00015017391,-,-,XP_015820085.1,ENSNFUP00015036110.1
105023,107388844,ENSNFUG00015007369,-,-,XP_015820074.1,ENSNFUP00015017289.1
105023,107388845,ENSNFUG00015007274,-,-,XP_015820089.1,ENSNFUP00015014978.1
105023,107388846,ENSNFUG00015017518,-,-,XP_015820086.1,ENSNFUP00015036176.1
105023,107388847,ENSNFUG00015017546,-,-,XP_015820092.1,ENSNFUP00015036204.1
105023,107388848,ENSNFUG00015017636,-,-,XP_015820093.1,ENSNFUP00015036654.1
105023,107388849,ENSNFUG00015017581,-,-,XP_015820095.1,ENSNFUP00015036254.1
105023,107388850,ENSNFUG00015017795,-,-,XP_015820096.1,ENSNFUP00015036776.1
105023,107388852,ENSNFUG00015017808,-,-,-,-
105023,107388854,ENSNFUG00015017873,-,-,-,-
105023,107388855,ENSNFUG00015017894,-,-,XP_015820102.1,ENSNFUP00015036980.1
105023,107388857,ENSNFUG00015017923,-,-,XP_015820104.1,ENSNFUP00015037037.1
105023,107388859,ENSNFUG00015017932,-,-,XP_015820106.1,ENSNFUP00015037087.1
105023,107388860,ENSNFUG00015017903,-,-,XP_015820107.1,ENSNFUP00015037003.1
105023,107388861,ENSNFUG00015017954,-,-,XP_015820110.1,ENSNFUP00015037099.1
105023,107388862,ENSNFUG00015017994,-,-,XP_015820111.1,ENSNFUP00015037397.1
105023,107388863,ENSNFUG00015018300,-,-,XP_015820113.1,ENSNFUP00015037957.1
105023,107388864,ENSNFUG00015007286,-,-,XP_015820124.1,ENSNFUP00015015018.1
105023,107388865,ENSNFUG00015018432,-,-,-,-
105023,107388866,ENSNFUG00015020958,-,-,XP_015820117.1,ENSNFUP00015045233.1
105023,107388867,ENSNFUG00015021650,-,-,-,-
105023,107388867,ENSNFUG00015021650,-,-,XP_015820121.1,ENSNFUP00015045879.1
105023,107388869,ENSNFUG00015014044,-,-,-,-
105023,107388871,ENSNFUG00015018215,-,-,-,-
105023,107388873,ENSNFUG00015018231,-,-,-,-
105023,107388874,ENSNFUG00015007256,-,-,XP_015820136.1,ENSNFUP00015014952.1
105023,107388875,ENSNFUG00015018224,-,-,-,-
105023,107388876,ENSNFUG00015018266,-,-,XP_015820134.1,ENSNFUP00015037809.1
105023,107388877,ENSNFUG00015018269,-,-,-,-
105023,107388881,ENSNFUG00015014957,-,-,XP_015820187.1,ENSNFUP00015030670.1
105023,107388882,ENSNFUG00015018657,-,-,-,-
105023,107388883,ENSNFUG00015007224,-,-,XP_015820167.1,ENSNFUP00015014930.1
105023,107388888,ENSNFUG00015018672,-,-,XP_015820166.1,ENSNFUP00015038709.1
105023,107388889,ENSNFUG00015018681,-,-,-,-
105023,107388890,ENSNFUG00015018707,-,-,-,-
105023,107388891,ENSNFUG00015018711,-,-,XP_015820171.1,ENSNFUP00015038785.1
105023,107388892,ENSNFUG00015018693,-,-,XP_015820172.1,ENSNFUP00015038755.1
105023,107388895,ENSNFUG00015007204,-,-,XP_015820188.1,ENSNFUP00015014864.1
105023,107388896,ENSNFUG00015018718,-,-,-,-
105023,107388897,ENSNFUG00015018722,-,-,-,-
105023,107388898,ENSNFUG00015018748,-,-,XP_015820177.1,ENSNFUP00015038877.1
105023,107388900,ENSNFUG00015018766,-,-,-,-
105023,107388902,ENSNFUG00015018918,-,-,XP_015820186.1,ENSNFUP00015039230.1
105023,107388903,ENSNFUG00015018924,-,-,-,-
105023,107388904,ENSNFUG00015018929,-,-,XP_015820191.1,ENSNFUP00015039523.1
105023,107388906,ENSNFUG00015019099,-,-,XP_015820193.1,ENSNFUP00015040096.1
105023,107388908,ENSNFUG00015019314,-,-,XP_015820195.1,ENSNFUP00015040151.1
105023,107388909,ENSNFUG00015006675,-,-,XP_015820200.1,ENSNFUP00015014624.1
105023,107388911,ENSNFUG00015019324,-,-,XP_015820199.1,ENSNFUP00015040168.1
105023,107388913,ENSNFUG00015019333,-,-,XP_015820201.1,ENSNFUP00015040185.1
105023,107388915,ENSNFUG00015020348,-,-,-,-
105023,107388916,ENSNFUG00015020360,-,-,-,-
105023,107388917,ENSNFUG00015020365,-,-,-,-
105023,107388918,ENSNFUG00015006624,-,-,XP_015820211.1,ENSNFUP00015013510.1
105023,107388919,ENSNFUG00015020374,-,-,-,-
105023,107388920,ENSNFUG00015020372,-,-,XP_015820209.1,ENSNFUP00015042542.1
105023,107388923,ENSNFUG00015020381,-,-,-,-
105023,107388926,ENSNFUG00015020401,-,-,-,-
105023,107388927,ENSNFUG00015006504,-,-,XP_015820222.1,ENSNFUP00015013422.1
105023,107388928,ENSNFUG00015020762,-,-,-,-
105023,107388929,ENSNFUG00015021020,-,-,-,-
105023,107388930,ENSNFUG00015020779,-,-,XP_015820230.1,ENSNFUP00015043982.1
105023,107388931,ENSNFUG00015020766,-,-,-,-
105023,107388933,ENSNFUG00015021840,-,-,XP_015820232.1,ENSNFUP00015046015.1
105023,107388935,ENSNFUG00015021848,-,-,XP_015820234.1,ENSNFUP00015046209.1
105023,107388936,ENSNFUG00015022018,-,-,XP_015820236.1,ENSNFUP00015046420.1
105023,107388937,ENSNFUG00015022020,-,-,-,-
105023,107388938,ENSNFUG00015022026,-,-,XP_015820238.1,ENSNFUP00015046445.1
105023,107388942,ENSNFUG00015022584,-,-,-,-
105023,107388946,ENSNFUG00015022626,-,-,XP_015820249.1,ENSNFUP00015047978.1
105023,107388947,ENSNFUG00015022641,-,-,XP_015820250.1,ENSNFUP00015048007.1
105023,107388948,ENSNFUG00015022649,-,-,-,-
105023,107388949,ENSNFUG00015022686,-,-,-,-
105023,107388950,ENSNFUG00015006374,-,-,XP_015820260.1,ENSNFUP00015012993.1
105023,107388951,ENSNFUG00015022717,-,-,XP_015820257.1,ENSNFUP00015049121.1
105023,107388952,ENSNFUG00015023168,-,-,-,-
105023,107388955,ENSNFUG00015023251,-,-,-,-
105023,107388956,ENSNFUG00015023505,-,-,-,-
105023,107388958,ENSNFUG00015006353,-,-,XP_015820272.1,ENSNFUP00015012959.1
105023,107388959,ENSNFUG00015023202,-,-,-,-
105023,107388960,ENSNFUG00015024215,-,-,-,-
105023,107388961,ENSNFUG00015024217,-,-,-,-
105023,107388963,ENSNFUG00015024224,-,-,XP_015820275.1,ENSNFUP00015051816.1
105023,107388963,ENSNFUG00015024224,-,-,XP_015820276.1,ENSNFUP00015051810.1
105023,107388966,ENSNFUG00015024231,-,-,XP_015820280.1,ENSNFUP00015051825.1
105023,107388967,ENSNFUG00015006362,-,-,XP_015820284.1,ENSNFUP00015012973.1
105023,107388968,ENSNFUG00015024234,-,-,-,-
105023,107388969,ENSNFUG00015024239,-,-,XP_015820282.1,ENSNFUP00015051973.1
105023,107388969,ENSNFUG00015024239,-,-,XP_015820283.1,ENSNFUP00015051985.1
105023,107388970,ENSNFUG00015024295,-,-,-,-
105023,107388971,ENSNFUG00015014018,-,-,-,-
105023,107388973,ENSNFUG00015014360,-,-,XP_015820288.1,ENSNFUP00015032310.1
105023,107388974,ENSNFUG00015015951,-,-,-,-
105023,107388976,ENSNFUG00015015993,-,-,XP_015820292.1,ENSNFUP00015032841.1
105023,107388977,ENSNFUG00015015993,-,-,XP_015820293.1,ENSNFUP00015032642.1
105023,107388978,ENSNFUG00015015977,-,-,-,-
105023,107388979,ENSNFUG00015016158,-,-,XP_015820296.1,ENSNFUP00015033785.1
105023,107388980,ENSNFUG00015016776,-,-,-,-
105023,107388981,ENSNFUG00015016629,-,-,-,-
105023,107388982,ENSNFUG00015006370,-,-,XP_015820303.1,ENSNFUP00015012984.1
105023,107388984,ENSNFUG00015017423,-,-,-,-
105023,107388985,ENSNFUG00015017435,-,-,XP_015820304.1,ENSNFUP00015035964.1
105023,107388986,ENSNFUG00015017449,-,-,-,-
105023,107388987,ENSNFUG00015017454,-,-,-,-
105023,107388989,ENSNFUG00015017486,-,-,-,-
105023,107388990,ENSNFUG00015017632,-,-,-,-
105023,107388991,ENSNFUG00015006340,-,-,XP_015820315.1,ENSNFUP00015012939.1
105023,107388992,ENSNFUG00015017644,-,-,-,-
105023,107388994,ENSNFUG00015017652,-,-,-,-
105023,107388995,ENSNFUG00015017659,-,-,-,-
105023,107388997,ENSNFUG00015017672,-,-,-,-
105023,107388998,ENSNFUG00015017699,-,-,-,-
105023,107389001,ENSNFUG00015006350,-,-,XP_015820326.1,ENSNFUP00015012951.1
105023,107389002,ENSNFUG00015017716,-,-,-,-
105023,107389003,ENSNFUG00015017722,-,-,XP_015820330.1,ENSNFUP00015036583.1
105023,107389004,ENSNFUG00015017732,-,-,XP_015820333.1,ENSNFUP00015036625.1
105023,107389004,ENSNFUG00015017732,-,-,XP_015820334.1,ENSNFUP00015036630.1
105023,107389005,ENSNFUG00015017749,-,-,-,-
105023,107389007,ENSNFUG00015017796,-,-,XP_015820337.1,ENSNFUP00015037031.1
105023,107389010,ENSNFUG00015018036,-,-,-,-
105023,107389011,ENSNFUG00015018041,-,-,-,-
105023,107389013,ENSNFUG00015018051,-,-,XP_015820347.1,ENSNFUP00015037317.1
105023,107389014,ENSNFUG00015006323,-,-,XP_015820351.1,ENSNFUP00015012887.1
105023,107389015,ENSNFUG00015018059,-,-,-,-
105023,107389016,ENSNFUG00015018066,-,-,-,-
105023,107389017,ENSNFUG00015018089,-,-,-,-
105023,107389018,ENSNFUG00015018102,-,-,XP_015820352.1,ENSNFUP00015037428.1
105023,107389018,ENSNFUG00015018102,-,-,XP_015820353.1,ENSNFUP00015037437.1
105023,107389020,ENSNFUG00015018133,-,-,-,-
105023,107389022,ENSNFUG00015018175,-,-,XP_015820360.1,ENSNFUP00015039063.1
105023,107389023,ENSNFUG00015006335,-,-,XP_015820364.1,ENSNFUP00015012912.1
105023,107389025,ENSNFUG00015018920,-,-,XP_015820361.1,ENSNFUP00015039474.1
105023,107389025,ENSNFUG00015018920,-,-,XP_015820362.1,ENSNFUP00015039471.1
105023,107389025,ENSNFUG00015018920,-,-,XP_015820363.1,ENSNFUP00015039495.1
105023,107389026,ENSNFUG00015019039,-,-,XP_015820367.1,ENSNFUP00015040263.1
105023,107389027,ENSNFUG00015019031,-,-,XP_015820371.1,ENSNFUP00015039507.1
105023,107389030,ENSNFUG00015019713,-,-,XP_015820377.1,ENSNFUP00015051662.1
105023,107389032,ENSNFUG00015006316,-,-,XP_015820388.1,ENSNFUP00015012859.1
105023,107389033,ENSNFUG00015019379,-,-,-,-
105023,107389034,ENSNFUG00015024292,-,-,-,-
