go_id	Evidence	gene_id
GO:0060027	ISO	lats1
GO:0018105	ISO	lats1
GO:0043065	ISO	lats1
GO:0030509	ISO	lats1
GO:0030509	ISO	lats1
GO:0000082	ISO	lats1
GO:0035329	ISO	lats1
GO:0035329	ISO	lats1
GO:0003139	ISO	lats1
GO:0003139	ISO	lats1
GO:0046620	ISO	lats1
GO:0004672	ISO	lats1
GO:0006468	ISO	lats1
GO:0005524	ISO	lats1
GO:0016740	ISO	lats1
GO:0000166	ISO	lats1
GO:0016301	ISO	lats1
GO:0016310	ISO	lats1
GO:0005096	ISO	agfg1
GO:0046872	ISO	agfg1
GO:0043547	ISO	agfg1
GO:0004342	ISO	LOC107375074
GO:0006044	ISO	LOC107375074
GO:0005975	ISO	LOC107375074
GO:0016787	ISO	LOC107375074
GO:0005737	ISO	LOC107375074
GO:0005737	ISO	LOC107375074
GO:0042802	ISO	LOC107375074
GO:0006048	ISO	LOC107375074
GO:0004342	ISO	LOC107375074
GO:0006043	ISO	LOC107375074
GO:0006046	ISO	LOC107375074
GO:0019262	ISO	LOC107375074
GO:0005515	ISO	LOC107393666
GO:0008270	ISO	LOC107393666
GO:0003677	ISO	LOC107393666
GO:0046872	ISO	LOC107393666
GO:0002244	ISO	LOC107393666
GO:0048701	ISO	LOC107393666
GO:0009303	ISO	LOC107393666
GO:0003676	ISO	znf469
GO:0000977	ISO	znf469
GO:0005634	ISO	znf469
GO:0043565	ISO	znf469
GO:0003674	ISO	ssx2ip
GO:0036064	ISO	ssx2ip
GO:0007368	ISO	ssx2ip
GO:0005813	ISO	ssx2ip
GO:0005575	ISO	clasrp
GO:0008150	ISO	clasrp
GO:0003674	ISO	clasrp
GO:0030246	ISO	LOC107391655
GO:0005737	ISO	LOC107391655
GO:0005634	ISO	LOC107391655
GO:0005615	ISO	LOC107391655
GO:0030593	ISO	LOC107391655
GO:0002548	ISO	LOC107391655
GO:0045806	ISO	LOC107391655
GO:0019863	ISO	LOC107391655
GO:0043236	ISO	LOC107391655
GO:0048245	ISO	LOC107391655
GO:0048246	ISO	LOC107391655
GO:0050918	ISO	LOC107391655
GO:0090280	ISO	LOC107391655
GO:2001237	ISO	LOC107391655
GO:0001772	ISO	LOC107391655
GO:0004222	ISO	nrdc
GO:0003824	ISO	nrdc
GO:0006508	ISO	nrdc
GO:0046872	ISO	nrdc
GO:0005739	ISO	nrdc
GO:0051603	ISO	nrdc
GO:0043171	ISO	nrdc
GO:0043565	ISO	irx2
GO:0005634	ISO	irx2
GO:0006355	ISO	irx2
GO:0003677	ISO	irx2
GO:0060042	ISO	irx2
GO:0005515	ISO	fbxo15
GO:0016020	ISO	mgll
GO:0016298	ISO	mgll
GO:0047372	ISO	mgll
GO:0005525	ISO	LOC107382342
GO:0003723	ISO	dhx15
GO:0005681	ISO	dhx15
GO:0004386	ISO	dhx15
GO:0003676	ISO	dhx15
GO:0005524	ISO	dhx15
GO:0016787	ISO	dhx15
GO:0000166	ISO	dhx15
GO:0004674	ISO	LOC107391130
GO:0004672	ISO	LOC107391130
GO:0006468	ISO	LOC107391130
GO:0005524	ISO	LOC107391130
GO:0005737	ISO	LOC107391130
GO:0005829	ISO	LOC107391130
GO:0004674	ISO	LOC107391130
GO:0035556	ISO	LOC107391130
GO:0006468	ISO	LOC107391130
GO:0019869	ISO	LOC107391130
GO:0019870	ISO	LOC107391130
GO:0010766	ISO	LOC107391130
GO:0032414	ISO	LOC107391130
GO:0050801	ISO	LOC107391130
GO:1903288	ISO	LOC107391130
GO:2000651	ISO	LOC107391130
GO:0006355	ISO	arid4b
GO:0003677	ISO	arid4b
GO:0005634	ISO	arid4b
GO:0005634	ISO	arid4b
GO:0006357	ISO	arid4b
GO:0044212	ISO	arid4b
GO:0004672	ISO	LOC107389339
GO:0006468	ISO	LOC107389339
GO:0005524	ISO	LOC107389339
GO:0005737	ISO	LOC107389339
GO:0004674	ISO	LOC107389339
GO:0005634	ISO	LOC107389339
GO:0018105	ISO	LOC107389339
GO:0005856	ISO	LOC107389339
GO:0018107	ISO	LOC107389339
GO:0019915	ISO	fitm2
GO:0005789	ISO	fitm2
GO:0016020	ISO	fitm2
GO:0016021	ISO	fitm2
GO:0003676	ISO	LOC107396901
GO:0000977	ISO	LOC107396901
GO:0005634	ISO	LOC107396901
GO:0043565	ISO	LOC107396901
GO:0005515	ISO	LOC107395472
GO:0008270	ISO	LOC107395472
GO:0046872	ISO	LOC107395472
GO:0008150	ISO	LOC107395472
GO:0003714	ISO	LOC107384947
GO:0004672	ISO	LOC107384947
GO:0006468	ISO	LOC107384947
GO:0005524	ISO	LOC107384947
GO:0005634	ISO	LOC107384947
GO:0001947	ISO	LOC107384947
GO:0032436	ISO	LOC107384947
GO:0007368	ISO	LOC107384947
GO:0043405	ISO	LOC107384947
GO:1903507	ISO	LOC107384947
GO:0031434	ISO	LOC107384947
GO:0033180	ISO	LOC107395774
GO:0046034	ISO	LOC107395774
GO:1902600	ISO	LOC107395774
GO:0005524	ISO	LOC107395774
GO:0006811	ISO	LOC107395774
GO:0016020	ISO	LOC107375709
GO:0016021	ISO	LOC107375709
GO:0003674	ISO	LOC107375709
GO:0010506	ISO	LOC107375709
GO:0005764	ISO	LOC107375709
GO:0016055	ISO	wnt5a
GO:0005102	ISO	wnt5a
GO:0007275	ISO	wnt5a
GO:0005576	ISO	wnt5a
GO:0005615	ISO	wnt5a
GO:0048793	ISO	wnt5a
GO:0045165	ISO	wnt5a
GO:0030182	ISO	wnt5a
GO:0016055	ISO	wnt5a
GO:0005109	ISO	wnt5a
GO:0005515	ISO	lin7c
GO:0016020	ISO	lin7c
GO:0005886	ISO	lin7c
GO:0045202	ISO	lin7c
GO:0015031	ISO	lin7c
GO:0005911	ISO	lin7c
GO:0016323	ISO	lin7c
GO:0030054	ISO	lin7c
GO:0006887	ISO	lin7c
GO:0007269	ISO	lin7c
GO:0016323	ISO	lin7c
GO:0045199	ISO	lin7c
GO:0097016	ISO	lin7c
GO:0097016	ISO	lin7c
GO:0097016	ISO	lin7c
GO:0007269	ISO	lin7c
GO:0045199	ISO	lin7c
GO:1903361	ISO	lin7c
GO:0097025	ISO	lin7c
GO:0097025	ISO	lin7c
GO:0098793	ISO	lin7c
GO:0005911	ISO	LOC107395270
GO:0005911	ISO	LOC107395270
GO:0005912	ISO	LOC107395270
GO:0032587	ISO	LOC107395270
GO:1903589	ISO	LOC107395270
GO:0005515	ISO	LOC107395833
GO:0008150	ISO	LOC107395833
GO:0003674	ISO	LOC107395833
GO:0003676	ISO	LOC107391117
GO:0003723	ISO	LOC107391117
GO:0005575	ISO	LOC107391117
GO:0008150	ISO	LOC107391117
GO:0006659	ISO	ptdss1
GO:0016020	ISO	ptdss1
GO:0016021	ISO	ptdss1
GO:0016740	ISO	ptdss1
GO:0006629	ISO	ptdss1
GO:0005783	ISO	ptdss1
GO:0005789	ISO	ptdss1
GO:0008654	ISO	ptdss1
GO:0106245	ISO	ptdss1
GO:0043565	ISO	LOC107383950
GO:0003700	ISO	LOC107383950
GO:0005634	ISO	LOC107383950
GO:0006355	ISO	LOC107383950
GO:0003677	ISO	LOC107383950
GO:0008092	ISO	LOC107391436
GO:0005856	ISO	LOC107391436
GO:0061631	ISO	ube2ql1
GO:0016567	ISO	ube2ql1
GO:0030060	ISO	LOC107376059
GO:0019752	ISO	LOC107376059
GO:0016616	ISO	LOC107376059
GO:0006108	ISO	LOC107376059
GO:0016615	ISO	LOC107376059
GO:0016491	ISO	LOC107376059
GO:0003824	ISO	LOC107376059
GO:0055114	ISO	LOC107376059
GO:0005975	ISO	LOC107376059
GO:0005829	ISO	LOC107376059
GO:0006099	ISO	LOC107376059
GO:0006734	ISO	LOC107376059
GO:0006108	ISO	LOC107376059
GO:0006099	ISO	LOC107376059
GO:0030060	ISO	LOC107376059
GO:0030060	ISO	LOC107376059
GO:0006107	ISO	LOC107376059
GO:0006644	ISO	taz
GO:0016746	ISO	taz
GO:0007507	ISO	taz
GO:0031966	ISO	taz
GO:0001947	ISO	taz
GO:0007507	ISO	taz
GO:0007007	ISO	taz
GO:0008374	ISO	taz
GO:0035965	ISO	taz
GO:0045823	ISO	taz
GO:0016020	ISO	mboat2
GO:0016021	ISO	mboat2
GO:0003676	ISO	znf574
GO:0030036	ISO	LOC107386751
GO:0007010	ISO	LOC107386751
GO:0003779	ISO	LOC107386751
GO:0006351	ISO	LOC107386751
GO:0046872	ISO	LOC107386751
GO:0051015	ISO	LOC107386751
GO:0015629	ISO	LOC107386751
GO:0030032	ISO	LOC107386751
GO:0003676	ISO	LOC107392982
GO:0003677	ISO	LOC107392982
GO:0005634	ISO	LOC107392982
GO:0046872	ISO	LOC107392982
GO:0007049	ISO	LOC107392982
GO:0005654	ISO	LOC107392982
GO:0043565	ISO	LOC107392982
GO:0005509	ISO	LOC107374391
GO:0004866	ISO	LOC107374069
GO:0005615	ISO	LOC107374069
GO:0005576	ISO	LOC107374069
GO:0010951	ISO	LOC107374069
GO:0001889	ISO	LOC107374069
GO:0006433	ISO	pars2
GO:0004827	ISO	pars2
GO:0000166	ISO	pars2
GO:0004812	ISO	pars2
GO:0006418	ISO	pars2
GO:0005737	ISO	pars2
GO:0005524	ISO	pars2
GO:0005739	ISO	pars2
GO:0004827	ISO	pars2
GO:0006433	ISO	pars2
GO:0006338	ISO	actr8
GO:0031011	ISO	actr8
GO:0005634	ISO	actr8
GO:0005524	ISO	actr8
GO:0000166	ISO	actr8
GO:0005694	ISO	actr8
GO:0006281	ISO	actr8
GO:0006974	ISO	actr8
GO:0006310	ISO	actr8
GO:0016779	ISO	papd4
GO:0008150	ISO	hdgf
GO:0003674	ISO	hdgf
GO:0008237	ISO	ece1
GO:0004222	ISO	ece1
GO:0006508	ISO	ece1
GO:0016020	ISO	ece1
GO:0016021	ISO	ece1
GO:0048703	ISO	ece1
GO:0019135	ISO	dohh
GO:0008612	ISO	dohh
GO:0046872	ISO	dohh
GO:0055114	ISO	dohh
GO:0016491	ISO	dohh
GO:0004497	ISO	dohh
GO:0005089	ISO	arhgef1
GO:0035556	ISO	arhgef1
GO:0001664	ISO	arhgef1
GO:0005096	ISO	arhgef1
GO:0005085	ISO	arhgef1
GO:0005737	ISO	arhgef1
GO:0007186	ISO	arhgef1
GO:0043547	ISO	arhgef1
GO:0019538	ISO	LOC107393839
GO:0030145	ISO	LOC107393839
GO:0004177	ISO	LOC107393839
GO:0006508	ISO	LOC107393839
GO:0008235	ISO	LOC107393839
GO:0005737	ISO	LOC107393839
GO:0006685	ISO	LOC107397218
GO:0004767	ISO	LOC107397218
GO:0003824	ISO	LOC107397218
GO:0016020	ISO	LOC107397218
GO:0016021	ISO	LOC107397218
GO:0003676	ISO	msi1
GO:0003723	ISO	msi1
GO:0005737	ISO	msi1
GO:0005634	ISO	msi1
GO:0003723	ISO	msi1
GO:1990904	ISO	msi1
GO:0051252	ISO	msi1
GO:0005844	ISO	msi1
GO:0007417	ISO	msi1
GO:0004672	ISO	eif2ak3
GO:0006468	ISO	eif2ak3
GO:0005524	ISO	eif2ak3
GO:0005515	ISO	eif2ak3
GO:0004672	ISO	eif2ak3
GO:0001666	ISO	eif2ak3
GO:0004694	ISO	eif2ak3
GO:0010998	ISO	eif2ak3
GO:0034976	ISO	eif2ak3
GO:0034976	ISO	eif2ak3
GO:0005515	ISO	numb
GO:0005737	ISO	numb
GO:0005737	ISO	numb
GO:0045296	ISO	numb
GO:0016323	ISO	numb
GO:0005886	ISO	numb
GO:0060319	ISO	numb
GO:0060319	ISO	numb
GO:0050769	ISO	numb
GO:0005634	ISO	saal1
GO:0005615	ISO	saal1
GO:0016787	ISO	nudt13
GO:0007165	ISO	LOC107379226
GO:0005515	ISO	LOC107379226
GO:0016020	ISO	LOC107379226
GO:0016021	ISO	LOC107379226
GO:0005887	ISO	LOC107379226
GO:0006954	ISO	LOC107379226
GO:0038023	ISO	LOC107379226
GO:0002224	ISO	LOC107379226
GO:0008378	ISO	LOC107395569
GO:0006486	ISO	LOC107395569
GO:0016020	ISO	LOC107395569
GO:0016021	ISO	LOC107395569
GO:0008375	ISO	LOC107395569
GO:0016740	ISO	LOC107395569
GO:0005783	ISO	LOC107395569
GO:0016757	ISO	LOC107395569
GO:0005794	ISO	LOC107395569
GO:0000139	ISO	LOC107395569
GO:0005794	ISO	LOC107395569
GO:0008376	ISO	LOC107395569
GO:0016758	ISO	LOC107395569
GO:0006486	ISO	LOC107395569
GO:0006493	ISO	LOC107395569
GO:0008532	ISO	LOC107395569
GO:0030311	ISO	LOC107395569
GO:0016020	ISO	LOC107372543
GO:0016021	ISO	LOC107372543
GO:0007165	ISO	LOC107372543
GO:0009897	ISO	LOC107372543
GO:0009986	ISO	LOC107372543
GO:0007166	ISO	LOC107372543
GO:0006955	ISO	LOC107372543
GO:0071222	ISO	LOC107372543
GO:0031295	ISO	LOC107372543
GO:0042102	ISO	LOC107372543
GO:0042130	ISO	LOC107372543
GO:0046983	ISO	polr2c
GO:0006351	ISO	polr2c
GO:0003899	ISO	polr2c
GO:0003899	ISO	polr2c
GO:0005665	ISO	polr2c
GO:0000775	ISO	mis12
GO:0000278	ISO	mis12
GO:0005634	ISO	mis12
GO:0003674	ISO	mis12
GO:0000070	ISO	mis12
GO:0051382	ISO	mis12
GO:0000818	ISO	mis12
GO:0034501	ISO	mis12
GO:0016020	ISO	LOC107389469
GO:0016021	ISO	LOC107389469
GO:0043010	ISO	LOC107389469
GO:0005515	ISO	LOC107389469
GO:0007409	ISO	LOC107389469
GO:0005783	ISO	LOC107389469
GO:0005789	ISO	LOC107389469
GO:0007411	ISO	LOC107389469
GO:0007411	ISO	LOC107389469
GO:0002040	ISO	LOC107389469
GO:0007409	ISO	LOC107389469
GO:0061053	ISO	LOC107389469
GO:0048884	ISO	LOC107389469
GO:0007420	ISO	LOC107389469
GO:0021554	ISO	LOC107389469
GO:0048916	ISO	LOC107389469
GO:0048922	ISO	LOC107389469
GO:0048936	ISO	LOC107389469
GO:0060231	ISO	LOC107389469
GO:0003958	ISO	ndor1
GO:0010181	ISO	ndor1
GO:0016491	ISO	ndor1
GO:0055114	ISO	ndor1
GO:0005737	ISO	ndor1
GO:0050660	ISO	ndor1
GO:0016226	ISO	ndor1
GO:0048471	ISO	ndor1
GO:0050661	ISO	ndor1
GO:0016651	ISO	ndor1
GO:0003676	ISO	LOC107380971
GO:0008150	ISO	LOC107380971
GO:0004697	ISO	LOC107391660
GO:0035556	ISO	LOC107391660
GO:0004672	ISO	LOC107391660
GO:0006468	ISO	LOC107391660
GO:0005524	ISO	LOC107391660
GO:0016740	ISO	LOC107391660
GO:0005737	ISO	LOC107391660
GO:0046872	ISO	LOC107391660
GO:0000166	ISO	LOC107391660
GO:0016301	ISO	LOC107391660
GO:0016310	ISO	LOC107391660
GO:0004674	ISO	LOC107391660
GO:0045765	ISO	LOC107391660
GO:0089700	ISO	LOC107391660
GO:1901490	ISO	LOC107391660
GO:0004698	ISO	LOC107391660
GO:0007605	ISO	LOC107376732
GO:0003779	ISO	LOC107376732
GO:0016459	ISO	LOC107376732
GO:0003774	ISO	LOC107376732
GO:0005856	ISO	LOC107376732
GO:0005524	ISO	LOC107376732
GO:0005515	ISO	LOC107376732
GO:0005623	ISO	LOC107376732
GO:0005737	ISO	LOC107376732
GO:0000166	ISO	LOC107376732
GO:0051015	ISO	LOC107376732
GO:0007015	ISO	LOC107376732
GO:0015629	ISO	LOC107376732
GO:0031982	ISO	LOC107376732
GO:0000146	ISO	LOC107376732
GO:0030898	ISO	LOC107376732
GO:0030050	ISO	LOC107376732
GO:0098858	ISO	LOC107376732
GO:0016020	ISO	borcs8
GO:0005764	ISO	borcs8
GO:0005765	ISO	borcs8
GO:0099078	ISO	borcs8
GO:0035091	ISO	snx19
GO:0016020	ISO	snx19
GO:0016021	ISO	snx19
GO:0005575	ISO	ccdc6
GO:0008150	ISO	ccdc6
GO:0003674	ISO	ccdc6
GO:0046982	ISO	LOC107383748
GO:0006352	ISO	LOC107383748
GO:0000786	ISO	LOC107383748
GO:0005634	ISO	LOC107383748
GO:0003677	ISO	LOC107383748
GO:0005694	ISO	LOC107383748
GO:0016705	ISO	LOC107385407
GO:0005506	ISO	LOC107385407
GO:0020037	ISO	LOC107385407
GO:0055114	ISO	LOC107385407
GO:0046872	ISO	LOC107385407
GO:0016491	ISO	LOC107385407
GO:0004497	ISO	LOC107385407
GO:0005615	ISO	col19a1
GO:0005201	ISO	col19a1
GO:0030198	ISO	col19a1
GO:0031012	ISO	col19a1
GO:0048846	ISO	col19a1
GO:0016311	ISO	LOC107395294
GO:0008138	ISO	LOC107395294
GO:0006470	ISO	LOC107395294
GO:0004725	ISO	LOC107395294
GO:0016791	ISO	LOC107395294
GO:0016787	ISO	LOC107395294
GO:0035335	ISO	LOC107395294
GO:0004651	ISO	LOC107395294
GO:0098507	ISO	LOC107395294
GO:0005737	ISO	LOC107374316
GO:0005737	ISO	LOC107374316
GO:0055114	ISO	LOC107374316
GO:0016491	ISO	LOC107374316
GO:0006085	ISO	acly
GO:0003878	ISO	acly
GO:0006101	ISO	acly
GO:0048037	ISO	acly
GO:0046912	ISO	acly
GO:0003824	ISO	acly
GO:0005524	ISO	acly
GO:0016740	ISO	acly
GO:0005737	ISO	acly
GO:0046872	ISO	acly
GO:0005829	ISO	acly
GO:0000166	ISO	acly
GO:0006629	ISO	acly
GO:0006085	ISO	acly
GO:0006633	ISO	acly
GO:0003878	ISO	acly
GO:0005515	ISO	lrp3
GO:0008150	ISO	lrp3
GO:0003674	ISO	lrp3
GO:0016020	ISO	LOC107382953
GO:0016021	ISO	LOC107382953
GO:0016020	ISO	LOC107378816
GO:0016021	ISO	LOC107378816
GO:0043565	ISO	hoxb6
GO:0003700	ISO	hoxb6
GO:0005634	ISO	hoxb6
GO:0006355	ISO	hoxb6
GO:0003677	ISO	hoxb6
GO:0007275	ISO	hoxb6
GO:0043565	ISO	LOC107390323
GO:0005634	ISO	LOC107390323
GO:0006355	ISO	LOC107390323
GO:0003677	ISO	LOC107390323
GO:0060041	ISO	LOC107390323
GO:0030902	ISO	LOC107390323
GO:0060059	ISO	LOC107390323
GO:0072498	ISO	LOC107390323
GO:0072498	ISO	LOC107390323
GO:0010842	ISO	LOC107390323
GO:0030182	ISO	LOC107390323
GO:0032330	ISO	LOC107390323
GO:0032330	ISO	LOC107390323
GO:0021575	ISO	LOC107390323
GO:0016020	ISO	LOC107375174
GO:0016021	ISO	LOC107375174
GO:0006468	ISO	LOC107375174
GO:0005794	ISO	LOC107375174
GO:0071391	ISO	LOC107375174
GO:0016773	ISO	LOC107375174
GO:0016310	ISO	LOC107375174
GO:0070166	ISO	LOC107375174
GO:0009451	ISO	pus7
GO:0001522	ISO	pus7
GO:0009982	ISO	pus7
GO:0003676	ISO	pus7
GO:0003723	ISO	pus7
GO:0005634	ISO	pus7
GO:0009982	ISO	pus7
GO:0001522	ISO	pus7
GO:0023052	ISO	LOC107377833
GO:0045202	ISO	LOC107377833
GO:0007270	ISO	LOC107377833
GO:0044249	ISO	mri1
GO:0044237	ISO	mri1
GO:0005634	ISO	mri1
GO:0005737	ISO	mri1
GO:0016853	ISO	mri1
GO:0008652	ISO	mri1
GO:0009086	ISO	mri1
GO:0046523	ISO	mri1
GO:0046523	ISO	mri1
GO:0019284	ISO	mri1
GO:0019509	ISO	mri1
GO:0019509	ISO	mri1
GO:0043269	ISO	LOC107378659
GO:0099106	ISO	LOC107378659
GO:0016020	ISO	LOC107378659
GO:0016021	ISO	LOC107378659
GO:0006811	ISO	LOC107378659
GO:2000649	ISO	LOC107378659
GO:0017080	ISO	LOC107378659
GO:0003676	ISO	rreb1
GO:0000977	ISO	rreb1
GO:0000978	ISO	rreb1
GO:0001228	ISO	rreb1
GO:0003700	ISO	rreb1
GO:0000122	ISO	rreb1
GO:0006355	ISO	rreb1
GO:0045944	ISO	rreb1
GO:0005634	ISO	rreb1
GO:0005515	ISO	LOC107396219
GO:0000159	ISO	LOC107396219
GO:0019888	ISO	LOC107396219
GO:0005829	ISO	LOC107396219
GO:0043666	ISO	LOC107396219
GO:0019888	ISO	LOC107396219
GO:0070262	ISO	LOC107396219
GO:0000159	ISO	LOC107396219
GO:0072554	ISO	LOC107396219
GO:0051082	ISO	canx
GO:0006457	ISO	canx
GO:0005783	ISO	canx
GO:0005509	ISO	canx
GO:0005515	ISO	canx
GO:0016020	ISO	canx
GO:0016021	ISO	canx
GO:0005509	ISO	canx
GO:0005789	ISO	canx
GO:0006457	ISO	canx
GO:0048916	ISO	canx
GO:0030968	ISO	canx
GO:0006259	ISO	LOC107392716
GO:0004531	ISO	LOC107392716
GO:0004531	ISO	LOC107392716
GO:0006309	ISO	LOC107392716
GO:0015074	ISO	LOC107396987
GO:0003676	ISO	LOC107396987
GO:0008378	ISO	LOC107384478
GO:0006486	ISO	LOC107384478
GO:0016020	ISO	LOC107384478
GO:0016021	ISO	LOC107384478
GO:0008375	ISO	LOC107384478
GO:0016740	ISO	LOC107384478
GO:0005783	ISO	LOC107384478
GO:0016757	ISO	LOC107384478
GO:0005794	ISO	LOC107384478
GO:0000139	ISO	LOC107384478
GO:0005794	ISO	LOC107384478
GO:0008376	ISO	LOC107384478
GO:0016758	ISO	LOC107384478
GO:0006486	ISO	LOC107384478
GO:0006493	ISO	LOC107384478
GO:0008532	ISO	LOC107384478
GO:0030311	ISO	LOC107384478
GO:0047256	ISO	LOC107384478
GO:0016409	ISO	zdhhc8
GO:0016020	ISO	zdhhc8
GO:0016021	ISO	zdhhc8
GO:0016740	ISO	zdhhc8
GO:0016746	ISO	zdhhc8
GO:0019706	ISO	zdhhc8
GO:0016409	ISO	zdhhc8
GO:0018345	ISO	zdhhc8
GO:0018345	ISO	zdhhc8
GO:0006811	ISO	pdzd3
GO:0005515	ISO	pdzd3
GO:0005575	ISO	pdzd3
GO:0030251	ISO	pdzd3
GO:0007168	ISO	pdzd3
GO:0031283	ISO	pdzd3
GO:0005634	ISO	harbi1
GO:0016787	ISO	harbi1
GO:0005737	ISO	harbi1
GO:0046872	ISO	harbi1
GO:0090305	ISO	harbi1
GO:0004518	ISO	harbi1
GO:0043565	ISO	LOC107382707
GO:0006355	ISO	LOC107382707
GO:0003677	ISO	LOC107382707
GO:0006355	ISO	LOC107382707
GO:0005634	ISO	LOC107382707
GO:0000978	ISO	LOC107382707
GO:0003700	ISO	LOC107382707
GO:0005634	ISO	LOC107382707
GO:0006357	ISO	LOC107382707
GO:0043565	ISO	LOC107382707
GO:0042802	ISO	LOC107382707
GO:0010468	ISO	LOC107382707
GO:0007369	ISO	LOC107382707
GO:0007369	ISO	LOC107382707
GO:0060968	ISO	LOC107382707
GO:0001706	ISO	LOC107382707
GO:0043565	ISO	LOC107382707
GO:0030036	ISO	LOC107382707
GO:0090504	ISO	LOC107382707
GO:0090504	ISO	LOC107382707
GO:0043622	ISO	LOC107382707
GO:1905936	ISO	LOC107382707
GO:0048514	ISO	sestd1
GO:0016579	ISO	usp34
GO:0036459	ISO	usp34
GO:0006511	ISO	usp34
GO:0005737	ISO	usp34
GO:0016477	ISO	usp34
GO:0004843	ISO	usp34
GO:0004197	ISO	usp34
GO:0016579	ISO	usp34
GO:0005102	ISO	LOC107378435
GO:0007169	ISO	LOC107378435
GO:0008021	ISO	LOC107378435
GO:0008083	ISO	LOC107378435
GO:0005576	ISO	LOC107378435
GO:0005615	ISO	LOC107378435
GO:0030425	ISO	LOC107378435
GO:0031410	ISO	LOC107378435
GO:0030424	ISO	LOC107378435
GO:0050804	ISO	LOC107378435
GO:0008083	ISO	LOC107378435
GO:0007422	ISO	LOC107378435
GO:0043524	ISO	LOC107378435
GO:0048812	ISO	LOC107378435
GO:0007420	ISO	LOC107378435
GO:0033555	ISO	LOC107378435
GO:0045664	ISO	LOC107378435
GO:0071542	ISO	LOC107378435
GO:0099054	ISO	LOC107378435
GO:0007613	ISO	LOC107378435
GO:0021675	ISO	LOC107378435
GO:0038180	ISO	LOC107378435
GO:0005520	ISO	LOC107375930
GO:0004252	ISO	LOC107375930
GO:0006508	ISO	LOC107375930
GO:0005515	ISO	LOC107375930
GO:0005576	ISO	LOC107375930
GO:0016787	ISO	LOC107375930
GO:0005737	ISO	LOC107375930
GO:0008233	ISO	LOC107375930
GO:0008236	ISO	LOC107375930
GO:0005829	ISO	LOC107375930
GO:0040036	ISO	LOC107375930
GO:0019838	ISO	LOC107375930
GO:0005732	ISO	naf1
GO:0042254	ISO	naf1
GO:0001522	ISO	naf1
GO:0003723	ISO	naf1
GO:0005634	ISO	naf1
GO:0003723	ISO	naf1
GO:0042254	ISO	naf1
GO:0000493	ISO	naf1
GO:0000493	ISO	naf1
GO:0005732	ISO	naf1
GO:0004672	ISO	LOC107391355
GO:0006468	ISO	LOC107391355
GO:0005524	ISO	LOC107391355
GO:0005737	ISO	LOC107391355
GO:0004674	ISO	LOC107391355
GO:0007346	ISO	LOC107391355
GO:0000166	ISO	LOC107391355
GO:0004674	ISO	LOC107391355
GO:0000165	ISO	LOC107391355
GO:0023014	ISO	LOC107391355
GO:0031098	ISO	LOC107391355
GO:0032147	ISO	LOC107391355
GO:0000187	ISO	LOC107391355
GO:0004708	ISO	LOC107391355
GO:0032422	ISO	purg
GO:0000977	ISO	purg
GO:0000977	ISO	purg
GO:0005634	ISO	purg
GO:0043565	ISO	purg
GO:0001227	ISO	purg
GO:0000122	ISO	purg
GO:0003690	ISO	purg
GO:0032422	ISO	purg
GO:0055085	ISO	LOC107391563
GO:0016020	ISO	LOC107391563
GO:0016021	ISO	LOC107391563
GO:0016021	ISO	LOC107391563
GO:0008028	ISO	LOC107391563
GO:0015718	ISO	LOC107391563
GO:0008150	ISO	psip1
GO:0003674	ISO	psip1
GO:0016020	ISO	syt5
GO:0016021	ISO	syt5
GO:0000149	ISO	syt5
GO:0005886	ISO	syt5
GO:0016192	ISO	syt5
GO:0005509	ISO	syt5
GO:0005544	ISO	syt5
GO:0071277	ISO	syt5
GO:0030424	ISO	syt5
GO:0048488	ISO	syt5
GO:0019905	ISO	syt5
GO:0048791	ISO	syt5
GO:0070382	ISO	syt5
GO:0030672	ISO	syt5
GO:0030276	ISO	syt5
GO:0001786	ISO	syt5
GO:0014059	ISO	syt5
GO:0017156	ISO	syt5
GO:0017158	ISO	syt5
GO:0016079	ISO	syt5
GO:0031045	ISO	syt5
GO:0005737	ISO	LOC107396913
GO:0003676	ISO	e4f1
GO:0005212	ISO	LOC107392775
GO:0016020	ISO	LOC107392775
GO:0016021	ISO	LOC107392775
GO:0005886	ISO	LOC107392775
GO:0005515	ISO	LOC107382297
GO:0016020	ISO	LOC107382297
GO:0016021	ISO	LOC107382297
GO:0042393	ISO	daxx
GO:0005634	ISO	daxx
GO:0045892	ISO	daxx
GO:0008134	ISO	daxx
GO:0042981	ISO	daxx
GO:0003714	ISO	daxx
GO:0016605	ISO	daxx
GO:0006334	ISO	daxx
GO:0003714	ISO	daxx
GO:0003677	ISO	LOC107374737
GO:0006357	ISO	LOC107374737
GO:0003723	ISO	LOC107374737
GO:0006396	ISO	LOC107374737
GO:0003676	ISO	LOC107374737
GO:0008270	ISO	zmym2
GO:0005634	ISO	zmym2
GO:0006357	ISO	zmym2
GO:0000981	ISO	zmym2
GO:0022604	ISO	zmym2
GO:0004674	ISO	LOC107394353
GO:0004672	ISO	LOC107394353
GO:0006468	ISO	LOC107394353
GO:0005524	ISO	LOC107394353
GO:0005737	ISO	LOC107394353
GO:0004674	ISO	LOC107394353
GO:0007346	ISO	LOC107394353
GO:0023014	ISO	LOC107394353
GO:0031098	ISO	LOC107394353
GO:0032147	ISO	LOC107394353
GO:0005515	ISO	LOC107391256
GO:0045095	ISO	LOC107385531
GO:0005882	ISO	LOC107385531
